2019-07-26 07:04:03,462: [13] m.main:INFO: Registered plugins: DetectReentrancyAdvanced, DetectUnusedRetVal, DetectExternalCallAndLeak, DetectEnvInstruction, DetectDelegatecall, DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectUninitializedMemory, DetectUninitializedStorage, DetectIntegerOverflow
2019-07-26 07:04:03,462: [13] m.main:INFO: Beginning analysis
2019-07-26 07:04:03,484: [13] m.e.manticore:INFO: Starting symbolic create contract
2019-07-26 07:04:03,694: [57] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-26 07:04:04,184: [13] m.c.manticore:INFO: Results in /mcore_f_razj6p
2019-07-26 07:04:05,063: [316] m.main:INFO: Registered plugins: DetectUninitializedStorage, DetectExternalCallAndLeak, DetectInvalid, DetectEnvInstruction, DetectReentrancySimple, DetectUnusedRetVal, DetectDelegatecall, DetectIntegerOverflow, DetectReentrancyAdvanced, DetectUninitializedMemory, DetectSuicidal
2019-07-26 07:04:05,064: [316] m.main:INFO: Beginning analysis
2019-07-26 07:04:05,079: [316] m.e.manticore:INFO: Starting symbolic create contract
2019-07-26 07:05:17,211: [316] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-26 07:07:11,367: [1878] m.e.detectors:WARNING: Warning NUMBER instruction used
2019-07-26 07:07:59,349: [1858] m.e.detectors:WARNING: Warning NUMBER instruction used
2019-07-26 07:10:09,022: [1849] m.e.detectors:WARNING: Warning NUMBER instruction used
2019-07-26 07:10:46,079: [1849] m.e.detectors:WARNING: Warning NUMBER instruction used
2019-07-26 07:28:50,942: [1847] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 185)
2019-07-26 07:28:52,066: [1877] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 168)
2019-07-26 07:28:56,922: [1847] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 186)
2019-07-26 07:28:59,655: [1877] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 169)
2019-07-26 07:29:04,717: [1847] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 187)
2019-07-26 07:29:05,625: [1877] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 170)
2019-07-26 07:29:10,657: [1847] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 188)
2019-07-26 07:29:12,529: [1877] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 171)
2019-07-26 07:29:18,237: [1847] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 189)
2019-07-26 07:29:19,153: [1877] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 172)
2019-07-26 07:29:25,869: [1847] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 190)
2019-07-26 07:29:28,145: [1877] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 173)
2019-07-26 07:29:35,377: [1847] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 191)
2019-07-26 07:29:41,357: [1877] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 174)
2019-07-26 07:29:50,049: [1877] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 175)
2019-07-26 07:30:11,817: [1877] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 176)
2019-07-26 07:30:22,847: [1877] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 177)
2019-07-26 07:30:32,365: [1877] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 178)
2019-07-26 07:30:42,253: [1877] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 179)
2019-07-26 07:30:54,757: [1877] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 180)
2019-07-26 07:31:04,045: [1877] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 181)
2019-07-26 07:31:14,349: [1877] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 182)
2019-07-26 07:31:22,957: [1877] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 183)
2019-07-26 07:31:32,657: [1877] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 184)
2019-07-26 07:31:45,166: [1877] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 185)
2019-07-26 07:31:56,729: [1877] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 186)
2019-07-26 07:32:06,449: [1877] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 187)
2019-07-26 07:32:29,642: [1877] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 188)
2019-07-26 07:32:38,257: [1877] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 189)
2019-07-26 07:32:51,629: [1877] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 190)
2019-07-26 07:33:02,757: [1877] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333271667467721149283967828399594616063384233505, offset 191)
