2019-08-07 00:15:34,484: [13] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectReentrancyAdvanced, DetectUninitializedStorage, DetectDelegatecall, DetectEnvInstruction, DetectUnusedRetVal, DetectUninitializedMemory, DetectExternalCallAndLeak, DetectSuicidal, DetectIntegerOverflow
2019-08-07 00:15:34,484: [13] m.main:INFO: Beginning analysis
2019-08-07 00:15:34,527: [13] m.e.manticore:INFO: Starting symbolic create contract
2019-08-07 00:15:34,750: [57] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-08-07 00:15:35,073: [13] m.c.manticore:INFO: Results in /mcore_xheyykec
2019-08-07 00:15:35,924: [316] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectEnvInstruction, DetectDelegatecall, DetectUninitializedStorage, DetectSuicidal, DetectUnusedRetVal, DetectReentrancyAdvanced, DetectExternalCallAndLeak, DetectUninitializedMemory, DetectIntegerOverflow
2019-08-07 00:15:35,924: [316] m.main:INFO: Beginning analysis
2019-08-07 00:15:35,948: [316] m.e.manticore:INFO: Starting symbolic create contract
2019-08-07 00:15:42,246: [364] m.e.detectors:WARNING: Warning TIMESTAMP instruction used
2019-08-07 00:16:35,923: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1859)
2019-08-07 00:16:35,948: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1860)
2019-08-07 00:16:35,973: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1861)
2019-08-07 00:16:36,013: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1862)
2019-08-07 00:16:36,043: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1863)
2019-08-07 00:16:36,070: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1864)
2019-08-07 00:16:36,115: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1865)
2019-08-07 00:16:36,143: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1866)
2019-08-07 00:16:36,168: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1867)
2019-08-07 00:16:36,219: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1868)
2019-08-07 00:16:36,245: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1869)
2019-08-07 00:16:36,267: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1870)
2019-08-07 00:16:36,311: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1871)
2019-08-07 00:16:36,341: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1872)
2019-08-07 00:16:36,365: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1873)
2019-08-07 00:16:36,419: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1874)
2019-08-07 00:16:36,449: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1875)
2019-08-07 00:16:36,473: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1876)
2019-08-07 00:16:36,521: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1877)
2019-08-07 00:16:36,549: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1878)
2019-08-07 00:16:36,573: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1879)
2019-08-07 00:16:36,621: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1880)
2019-08-07 00:16:36,651: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1881)
2019-08-07 00:16:36,687: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1882)
2019-08-07 00:16:36,725: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1883)
2019-08-07 00:16:36,752: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1884)
2019-08-07 00:16:36,815: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1885)
2019-08-07 00:16:36,844: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1886)
2019-08-07 00:16:36,868: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 1887)
2019-08-07 00:16:40,761: [365] m.e.detectors:WARNING: Warning TIMESTAMP instruction used
2019-08-07 00:16:51,073: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2144)
2019-08-07 00:16:51,128: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2145)
2019-08-07 00:16:51,163: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2146)
2019-08-07 00:16:51,223: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2147)
2019-08-07 00:16:51,261: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2148)
2019-08-07 00:16:51,311: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2149)
2019-08-07 00:16:51,351: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2150)
2019-08-07 00:16:51,427: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2151)
2019-08-07 00:16:51,465: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2152)
2019-08-07 00:16:51,521: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2153)
2019-08-07 00:16:51,559: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2154)
2019-08-07 00:16:51,615: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2155)
2019-08-07 00:16:51,656: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2156)
2019-08-07 00:16:51,711: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2157)
2019-08-07 00:16:51,751: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2158)
2019-08-07 00:16:51,795: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2159)
2019-08-07 00:16:51,845: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2160)
2019-08-07 00:16:51,884: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2161)
2019-08-07 00:16:51,940: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2162)
2019-08-07 00:16:51,970: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2163)
2019-08-07 00:16:52,025: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2164)
2019-08-07 00:16:52,057: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2165)
2019-08-07 00:16:52,103: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2166)
2019-08-07 00:16:52,152: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2167)
2019-08-07 00:16:52,211: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2168)
2019-08-07 00:16:52,250: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2169)
2019-08-07 00:16:52,305: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2170)
2019-08-07 00:16:52,348: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2171)
2019-08-07 00:16:52,407: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2172)
2019-08-07 00:16:52,444: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2173)
2019-08-07 00:16:52,510: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2174)
2019-08-07 00:16:52,551: [365] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2175)
2019-08-07 00:16:57,445: [382] m.e.detectors:WARNING: Warning TIMESTAMP instruction used
2019-08-07 00:17:08,612: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2432)
2019-08-07 00:17:08,648: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2433)
2019-08-07 00:17:08,713: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2434)
2019-08-07 00:17:08,745: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2435)
2019-08-07 00:17:08,773: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2436)
2019-08-07 00:17:08,822: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2437)
2019-08-07 00:17:08,852: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2438)
2019-08-07 00:17:08,902: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2439)
2019-08-07 00:17:08,946: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2440)
2019-08-07 00:17:08,978: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2441)
2019-08-07 00:17:09,029: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2442)
2019-08-07 00:17:09,058: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2443)
2019-08-07 00:17:09,099: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2444)
2019-08-07 00:17:09,145: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2445)
2019-08-07 00:17:09,173: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2446)
2019-08-07 00:17:09,230: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2447)
2019-08-07 00:17:09,265: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2448)
2019-08-07 00:17:09,315: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2449)
2019-08-07 00:17:09,349: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2450)
2019-08-07 00:17:09,395: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2451)
2019-08-07 00:17:09,450: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2452)
2019-08-07 00:17:09,507: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2453)
2019-08-07 00:17:09,548: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2454)
2019-08-07 00:17:09,573: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2455)
2019-08-07 00:17:09,613: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2456)
2019-08-07 00:17:09,653: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2457)
2019-08-07 00:17:09,719: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2458)
2019-08-07 00:17:09,755: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2459)
2019-08-07 00:17:09,812: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2460)
2019-08-07 00:17:09,850: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2461)
2019-08-07 00:17:09,902: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2462)
2019-08-07 00:17:09,939: [382] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2463)
2019-08-07 00:17:12,068: [382] m.e.detectors:WARNING: Warning TIMESTAMP instruction used
2019-08-07 00:17:26,315: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2720)
2019-08-07 00:17:26,355: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2721)
2019-08-07 00:17:26,419: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2722)
2019-08-07 00:17:26,459: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2723)
2019-08-07 00:17:26,517: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2724)
2019-08-07 00:17:26,553: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2725)
2019-08-07 00:17:26,616: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2726)
2019-08-07 00:17:26,652: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2727)
2019-08-07 00:17:26,714: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2728)
2019-08-07 00:17:26,749: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2729)
2019-08-07 00:17:26,818: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2730)
2019-08-07 00:17:26,856: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2731)
2019-08-07 00:17:26,920: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2732)
2019-08-07 00:17:26,953: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2733)
2019-08-07 00:17:27,020: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2734)
2019-08-07 00:17:27,055: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2735)
2019-08-07 00:17:27,119: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2736)
2019-08-07 00:17:27,154: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2737)
2019-08-07 00:17:27,215: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2738)
2019-08-07 00:17:27,254: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2739)
2019-08-07 00:17:27,314: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2740)
2019-08-07 00:17:27,350: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2741)
2019-08-07 00:17:27,401: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2742)
2019-08-07 00:17:27,443: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2743)
2019-08-07 00:17:27,511: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2744)
2019-08-07 00:17:27,550: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2745)
2019-08-07 00:17:27,602: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2746)
2019-08-07 00:17:27,643: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2747)
2019-08-07 00:17:27,695: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2748)
2019-08-07 00:17:27,755: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2749)
2019-08-07 00:17:27,827: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2750)
2019-08-07 00:17:27,871: [368] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 2751)
2019-08-07 00:17:32,008: [373] m.e.detectors:WARNING: Warning TIMESTAMP instruction used
2019-08-07 00:17:45,056: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3008)
2019-08-07 00:17:45,101: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3009)
2019-08-07 00:17:45,143: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3010)
2019-08-07 00:17:45,194: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3011)
2019-08-07 00:17:45,248: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3012)
2019-08-07 00:17:45,294: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3013)
2019-08-07 00:17:45,343: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3014)
2019-08-07 00:17:45,386: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3015)
2019-08-07 00:17:45,441: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3016)
2019-08-07 00:17:45,487: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3017)
2019-08-07 00:17:45,546: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3018)
2019-08-07 00:17:45,594: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3019)
2019-08-07 00:17:45,642: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3020)
2019-08-07 00:17:45,683: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3021)
2019-08-07 00:17:45,745: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3022)
2019-08-07 00:17:45,789: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3023)
2019-08-07 00:17:45,840: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3024)
2019-08-07 00:17:45,898: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3025)
2019-08-07 00:17:45,943: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3026)
2019-08-07 00:17:46,002: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3027)
2019-08-07 00:17:46,045: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3028)
2019-08-07 00:17:46,107: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3029)
2019-08-07 00:17:46,144: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3030)
2019-08-07 00:17:46,195: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3031)
2019-08-07 00:17:46,245: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3032)
2019-08-07 00:17:46,279: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3033)
2019-08-07 00:17:46,343: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3034)
2019-08-07 00:17:46,383: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3035)
2019-08-07 00:17:46,424: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3036)
2019-08-07 00:17:46,459: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3037)
2019-08-07 00:17:46,512: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3038)
2019-08-07 00:17:46,547: [373] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1097825214706903174705700084292326122188338347606, offset 3039)
2019-08-07 00:17:51,618: [316] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-07 00:18:01,919: [10872] m.e.detectors:WARNING: INVALID instruction
2019-08-07 00:18:04,615: [10872] m.e.detectors:WARNING: INVALID instruction
2019-08-07 00:18:13,215: [10864] m.e.detectors:WARNING: Warning TIMESTAMP instruction used
2019-08-07 00:18:17,218: [10872] m.e.detectors:WARNING: INVALID instruction
2019-08-07 00:18:17,482: [10867] m.e.detectors:WARNING: INVALID instruction
2019-08-07 00:18:19,503: [10864] m.e.detectors:WARNING: INVALID instruction
2019-08-07 00:18:22,514: [10872] m.e.detectors:WARNING: INVALID instruction
2019-08-07 00:18:25,306: [10862] m.e.detectors:WARNING: Warning TIMESTAMP instruction used
