2019-07-26 06:03:00,096: [12] m.main:INFO: Registered plugins: DetectUnusedRetVal, DetectDelegatecall, DetectInvalid, DetectReentrancySimple, DetectUninitializedMemory, DetectReentrancyAdvanced, DetectSuicidal, DetectUninitializedStorage, DetectExternalCallAndLeak, DetectEnvInstruction, DetectIntegerOverflow
2019-07-26 06:03:00,096: [12] m.main:INFO: Beginning analysis
2019-07-26 06:03:00,108: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-26 06:03:00,508: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-26 06:03:01,196: [12] m.c.manticore:INFO: Results in /mcore_vi12vlug
2019-07-26 06:03:02,043: [315] m.main:INFO: Registered plugins: DetectDelegatecall, DetectReentrancyAdvanced, DetectUnusedRetVal, DetectExternalCallAndLeak, DetectUninitializedStorage, DetectSuicidal, DetectIntegerOverflow, DetectEnvInstruction, DetectUninitializedMemory, DetectReentrancySimple, DetectInvalid
2019-07-26 06:03:02,043: [315] m.main:INFO: Beginning analysis
2019-07-26 06:03:02,074: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-07-26 06:03:02,511: [359] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-26 06:03:03,095: [315] m.c.manticore:INFO: Results in /mcore_ap4iol8z
2019-07-26 06:03:04,009: [618] m.main:INFO: Registered plugins: DetectIntegerOverflow, DetectUnusedRetVal, DetectReentrancySimple, DetectInvalid, DetectExternalCallAndLeak, DetectSuicidal, DetectEnvInstruction, DetectUninitializedStorage, DetectReentrancyAdvanced, DetectDelegatecall, DetectUninitializedMemory
2019-07-26 06:03:04,009: [618] m.main:INFO: Beginning analysis
2019-07-26 06:03:04,076: [618] m.e.manticore:INFO: Starting symbolic create contract
2019-07-26 06:07:51,277: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 134)
2019-07-26 06:07:51,871: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 152)
2019-07-26 06:07:51,999: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 135)
2019-07-26 06:07:52,473: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 153)
2019-07-26 06:07:52,782: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 136)
2019-07-26 06:07:52,959: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 154)
2019-07-26 06:07:53,547: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 137)
2019-07-26 06:07:54,261: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 138)
2019-07-26 06:07:54,986: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 155)
2019-07-26 06:07:55,895: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 156)
2019-07-26 06:07:56,533: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 139)
2019-07-26 06:07:56,778: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 157)
2019-07-26 06:07:57,474: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 140)
2019-07-26 06:07:57,646: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 158)
2019-07-26 06:07:58,283: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 141)
2019-07-26 06:07:58,484: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 159)
2019-07-26 06:07:59,002: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 142)
2019-07-26 06:07:59,681: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 143)
2019-07-26 06:08:00,778: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 144)
2019-07-26 06:08:01,777: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 145)
2019-07-26 06:08:02,866: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 146)
2019-07-26 06:08:03,966: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 147)
2019-07-26 06:08:04,680: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 148)
2019-07-26 06:08:05,657: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 149)
2019-07-26 06:08:06,637: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 150)
2019-07-26 06:08:07,776: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 151)
2019-07-26 06:08:08,746: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 152)
2019-07-26 06:08:09,661: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 153)
2019-07-26 06:08:11,172: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 154)
2019-07-26 06:08:12,171: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 155)
2019-07-26 06:08:13,173: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 156)
2019-07-26 06:08:14,284: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 157)
2019-07-26 06:08:15,175: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 158)
2019-07-26 06:08:17,878: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 159)
2019-07-26 06:12:14,082: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 160)
2019-07-26 06:12:15,069: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 161)
2019-07-26 06:12:16,081: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 162)
2019-07-26 06:12:18,070: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 163)
2019-07-26 06:12:19,083: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 164)
2019-07-26 06:12:19,889: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 165)
2019-07-26 06:12:20,687: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 166)
2019-07-26 06:12:21,479: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 167)
2019-07-26 06:12:22,188: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 168)
2019-07-26 06:12:23,073: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 169)
2019-07-26 06:12:23,669: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 170)
2019-07-26 06:12:24,283: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 171)
2019-07-26 06:12:25,079: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 172)
2019-07-26 06:12:26,774: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 173)
2019-07-26 06:12:27,589: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 174)
2019-07-26 06:12:28,386: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 175)
2019-07-26 06:12:29,298: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 176)
2019-07-26 06:12:29,981: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 177)
2019-07-26 06:12:30,486: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 160)
2019-07-26 06:12:30,988: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 178)
2019-07-26 06:12:31,353: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 161)
2019-07-26 06:12:31,787: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 179)
2019-07-26 06:12:32,454: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 162)
2019-07-26 06:12:32,678: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 180)
2019-07-26 06:12:33,253: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 163)
2019-07-26 06:12:33,482: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 181)
2019-07-26 06:12:33,974: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 182)
2019-07-26 06:12:34,272: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 164)
2019-07-26 06:12:34,692: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 183)
2019-07-26 06:12:35,185: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 165)
2019-07-26 06:12:35,472: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 184)
2019-07-26 06:12:35,887: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 166)
2019-07-26 06:12:36,791: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 167)
2019-07-26 06:12:36,829: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 185)
2019-07-26 06:12:37,573: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 186)
2019-07-26 06:12:37,661: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 168)
2019-07-26 06:12:38,373: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 187)
2019-07-26 06:12:38,473: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 169)
2019-07-26 06:12:39,296: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 170)
2019-07-26 06:12:39,366: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 188)
2019-07-26 06:12:40,095: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 189)
2019-07-26 06:12:40,198: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 171)
2019-07-26 06:12:40,875: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 190)
2019-07-26 06:12:40,974: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 172)
2019-07-26 06:12:41,686: [2605] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 191)
2019-07-26 06:12:41,802: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 173)
2019-07-26 06:12:44,228: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 174)
2019-07-26 06:12:44,993: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 175)
2019-07-26 06:12:45,884: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 176)
2019-07-26 06:12:46,386: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 177)
2019-07-26 06:12:47,398: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 178)
2019-07-26 06:12:48,145: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 179)
2019-07-26 06:12:48,683: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 180)
2019-07-26 06:12:50,233: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 181)
2019-07-26 06:12:51,473: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 182)
2019-07-26 06:12:52,178: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 183)
2019-07-26 06:12:52,885: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 184)
2019-07-26 06:12:53,594: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 185)
2019-07-26 06:12:54,278: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 186)
2019-07-26 06:12:54,790: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 187)
2019-07-26 06:12:55,379: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 188)
2019-07-26 06:12:56,180: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 189)
2019-07-26 06:12:56,758: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 190)
2019-07-26 06:12:57,395: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 191)
2019-07-26 06:22:16,378: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 64)
2019-07-26 06:22:17,197: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 65)
2019-07-26 06:22:17,939: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 66)
2019-07-26 06:22:18,886: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 67)
2019-07-26 06:22:19,686: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 68)
2019-07-26 06:22:20,691: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 69)
2019-07-26 06:22:21,486: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 70)
2019-07-26 06:22:22,358: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 71)
2019-07-26 06:22:23,683: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 72)
2019-07-26 06:22:24,784: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 73)
2019-07-26 06:22:25,591: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 74)
2019-07-26 06:22:26,594: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 75)
2019-07-26 06:22:27,686: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 76)
2019-07-26 06:22:28,495: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 77)
2019-07-26 06:22:29,475: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 78)
2019-07-26 06:22:31,196: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 64)
2019-07-26 06:22:32,084: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 79)
2019-07-26 06:22:32,177: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 65)
2019-07-26 06:22:33,180: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 80)
2019-07-26 06:22:34,279: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 66)
2019-07-26 06:22:34,309: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 81)
2019-07-26 06:22:35,290: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 67)
2019-07-26 06:22:35,295: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 82)
2019-07-26 06:22:36,379: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 83)
2019-07-26 06:22:36,492: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 68)
2019-07-26 06:22:37,390: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 84)
2019-07-26 06:22:37,481: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 69)
2019-07-26 06:22:38,295: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 85)
2019-07-26 06:22:38,479: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 70)
2019-07-26 06:22:39,195: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 86)
2019-07-26 06:22:39,382: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 71)
2019-07-26 06:22:40,176: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 87)
2019-07-26 06:22:40,302: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 72)
2019-07-26 06:22:40,873: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 88)
2019-07-26 06:22:41,299: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 73)
2019-07-26 06:22:41,754: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 89)
2019-07-26 06:22:41,972: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 74)
2019-07-26 06:22:42,689: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 90)
2019-07-26 06:22:43,000: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 75)
2019-07-26 06:22:43,654: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 76)
2019-07-26 06:22:43,898: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 91)
2019-07-26 06:22:44,577: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 77)
2019-07-26 06:22:44,901: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 92)
2019-07-26 06:22:45,682: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 93)
2019-07-26 06:22:46,565: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 78)
2019-07-26 06:22:46,684: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 94)
2019-07-26 06:22:47,382: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 95)
2019-07-26 06:22:47,397: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 79)
2019-07-26 06:22:48,181: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 80)
2019-07-26 06:22:49,089: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 81)
2019-07-26 06:22:50,054: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 82)
2019-07-26 06:22:51,183: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 83)
2019-07-26 06:22:52,238: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 84)
2019-07-26 06:22:53,099: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 85)
2019-07-26 06:22:54,379: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 86)
2019-07-26 06:22:55,258: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 87)
2019-07-26 06:22:56,088: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 88)
2019-07-26 06:22:57,079: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 89)
2019-07-26 06:22:57,673: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 90)
2019-07-26 06:22:58,580: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 91)
2019-07-26 06:22:59,601: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 92)
2019-07-26 06:23:01,882: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 93)
2019-07-26 06:23:02,677: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 94)
2019-07-26 06:23:03,378: [2607] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 95)
2019-07-26 06:27:04,866: [2605] m.p.evm:WARNING: Concretizing RETURN's 2 argument and dropping its taints: the value might not be tracked properly (in case of using detectors)
2019-07-26 06:27:21,738: [2614] m.p.evm:WARNING: Concretizing RETURN's 2 argument and dropping its taints: the value might not be tracked properly (in case of using detectors)
