2019-07-23 21:05:20,298: [12] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectDelegatecall, DetectEnvInstruction, DetectUninitializedMemory, DetectIntegerOverflow, DetectExternalCallAndLeak, DetectUnusedRetVal, DetectReentrancyAdvanced, DetectUninitializedStorage, DetectSuicidal
2019-07-23 21:05:20,298: [12] m.main:INFO: Beginning analysis
2019-07-23 21:05:20,351: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-23 21:05:20,580: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-23 21:05:21,103: [12] m.c.manticore:INFO: Results in /mcore_uu0bhxod
2019-07-23 21:05:22,071: [315] m.main:INFO: Registered plugins: DetectIntegerOverflow, DetectDelegatecall, DetectUnusedRetVal, DetectReentrancySimple, DetectInvalid, DetectExternalCallAndLeak, DetectEnvInstruction, DetectSuicidal, DetectUninitializedStorage, DetectReentrancyAdvanced, DetectUninitializedMemory
2019-07-23 21:05:22,071: [315] m.main:INFO: Beginning analysis
2019-07-23 21:05:22,083: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-07-23 21:06:27,897: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-23 21:07:28,718: [1938] m.e.detectors:WARNING: Warning NUMBER instruction used
2019-07-23 21:08:24,550: [1974] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-23 21:08:27,058: [1943] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-23 21:09:07,702: [1947] m.e.detectors:WARNING: Warning NUMBER instruction used
2019-07-23 21:09:32,802: [1943] m.e.detectors:WARNING: Warning NUMBER instruction used
2019-07-23 21:23:30,246: [1970] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 183)
2019-07-23 21:23:33,818: [1958] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 171)
2019-07-23 21:23:36,430: [1970] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 184)
2019-07-23 21:23:40,126: [1958] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 172)
2019-07-23 21:23:47,838: [1958] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 173)
2019-07-23 21:23:48,111: [1970] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 185)
2019-07-23 21:23:55,538: [1970] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 186)
2019-07-23 21:24:02,738: [1970] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 187)
2019-07-23 21:24:10,514: [1958] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 174)
2019-07-23 21:24:11,226: [1970] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 188)
2019-07-23 21:24:17,918: [1958] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 175)
2019-07-23 21:24:18,218: [1970] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 189)
2019-07-23 21:24:25,630: [1958] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 176)
2019-07-23 21:24:32,838: [1958] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 177)
2019-07-23 21:24:38,150: [1958] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 178)
2019-07-23 21:24:40,534: [1970] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 190)
2019-07-23 21:24:42,807: [1958] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 179)
2019-07-23 21:24:45,214: [1970] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 191)
2019-07-23 21:24:48,739: [1958] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 180)
2019-07-23 21:24:52,946: [1958] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 181)
2019-07-23 21:24:57,743: [1958] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 182)
2019-07-23 21:25:03,038: [1958] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 183)
2019-07-23 21:25:12,508: [1958] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 184)
2019-07-23 21:25:22,942: [1958] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 185)
2019-07-23 21:25:30,538: [1958] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 186)
2019-07-23 21:25:52,723: [1958] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 187)
2019-07-23 21:26:00,434: [1958] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 188)
2019-07-23 21:26:08,903: [1958] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 189)
2019-07-23 21:26:15,948: [1958] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 190)
2019-07-23 21:26:25,066: [1958] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 47545497905588703146380395501615376839412088385, offset 191)
